date,symbol,open,high,low,close,adjusted_close,volume,ticker
2015-09-17,SWPPX,5.255000114440918,5.255000114440918,5.255000114440918,5.255000114440918,2.5119190216064453,0,SWPPX
2015-09-18,SWPPX,5.170000076293945,5.170000076293945,5.170000076293945,5.170000076293945,2.4712882041931152,0,SWPPX
2015-09-21,SWPPX,5.193299770355225,5.193299770355225,5.193299770355225,5.193299770355225,2.4824259281158447,0,SWPPX
2015-09-22,SWPPX,5.130000114440918,5.130000114440918,5.130000114440918,5.130000114440918,2.4521682262420654,0,SWPPX
2015-09-23,SWPPX,5.119999885559082,5.119999885559082,5.119999885559082,5.119999885559082,2.4473876953125,0,SWPPX
2015-09-24,SWPPX,5.103300094604492,5.103300094604492,5.103300094604492,5.103300094604492,2.4394054412841797,0,SWPPX
2015-09-25,SWPPX,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,2.4378280639648438,0,SWPPX
2015-09-28,SWPPX,4.971700191497803,4.971700191497803,4.971700191497803,4.971700191497803,2.376499652862549,0,SWPPX
2015-09-29,SWPPX,4.978300094604492,4.978300094604492,4.978300094604492,4.978300094604492,2.3796546459198,0,SWPPX
2015-09-30,SWPPX,5.073299884796143,5.073299884796143,5.073299884796143,5.073299884796143,2.425065517425537,0,SWPPX
2015-10-01,SWPPX,5.0833001136779785,5.0833001136779785,5.0833001136779785,5.0833001136779785,2.429845094680786,0,SWPPX
2015-10-02,SWPPX,5.156700134277344,5.156700134277344,5.156700134277344,5.156700134277344,2.464930772781372,0,SWPPX
2015-10-05,SWPPX,5.25,5.25,5.25,5.25,2.509528875350952,0,SWPPX
2015-10-06,SWPPX,5.2316999435424805,5.2316999435424805,5.2316999435424805,5.2316999435424805,2.500781297683716,0,SWPPX
2015-10-07,SWPPX,5.275000095367432,5.275000095367432,5.275000095367432,5.275000095367432,2.5214786529541016,0,SWPPX
2015-10-08,SWPPX,5.321700096130371,5.321700096130371,5.321700096130371,5.321700096130371,2.54380202293396,0,SWPPX
2015-10-09,SWPPX,5.326700210571289,5.326700210571289,5.326700210571289,5.326700210571289,2.546191930770874,0,SWPPX
2015-10-12,SWPPX,5.3333001136779785,5.3333001136779785,5.3333001136779785,5.3333001136779785,2.549346923828125,0,SWPPX
2015-10-13,SWPPX,5.2967000007629395,5.2967000007629395,5.2967000007629395,5.2967000007629395,2.5318517684936523,0,SWPPX
2015-10-14,SWPPX,5.271699905395508,5.271699905395508,5.271699905395508,5.271699905395508,2.519901990890503,0,SWPPX
2015-10-15,SWPPX,5.3516998291015625,5.3516998291015625,5.3516998291015625,5.3516998291015625,2.5581419467926025,0,SWPPX
2015-10-16,SWPPX,5.375,5.375,5.375,5.375,2.569279670715332,0,SWPPX
2015-10-19,SWPPX,5.376699924468994,5.376699924468994,5.376699924468994,5.376699924468994,2.570091962814331,0,SWPPX
2015-10-20,SWPPX,5.369999885559082,5.369999885559082,5.369999885559082,5.369999885559082,2.566889762878418,0,SWPPX
2015-10-21,SWPPX,5.3383002281188965,5.3383002281188965,5.3383002281188965,5.3383002281188965,2.551737070083618,0,SWPPX
2015-10-22,SWPPX,5.428299903869629,5.428299903869629,5.428299903869629,5.428299903869629,2.594756841659546,0,SWPPX
2015-10-23,SWPPX,5.48829984664917,5.48829984664917,5.48829984664917,5.48829984664917,2.6234374046325684,0,SWPPX
2015-10-26,SWPPX,5.4766998291015625,5.4766998291015625,5.4766998291015625,5.4766998291015625,2.6178925037384033,0,SWPPX
2015-10-27,SWPPX,5.4633002281188965,5.4633002281188965,5.4633002281188965,5.4633002281188965,2.6114871501922607,0,SWPPX
2015-10-28,SWPPX,5.528299808502197,5.528299808502197,5.528299808502197,5.528299808502197,2.6425576210021973,0,SWPPX
2015-10-29,SWPPX,5.526700019836426,5.526700019836426,5.526700019836426,5.526700019836426,2.6417930126190186,0,SWPPX
2015-10-30,SWPPX,5.5,5.5,5.5,5.5,2.6290297508239746,0,SWPPX
