date,symbol,open,high,low,close,adjusted_close,volume,ticker
2015-09-17,VFINX,184.4600067138672,184.4600067138672,184.4600067138672,184.4600067138672,156.69386291503906,0,VFINX
2015-09-18,VFINX,180.57000732421875,180.57000732421875,180.57000732421875,180.57000732421875,154.15074157714844,0,VFINX
2015-09-21,VFINX,181.38999938964844,181.38999938964844,181.38999938964844,181.38999938964844,154.85076904296875,0,VFINX
2015-09-22,VFINX,179.16000366210938,179.16000366210938,179.16000366210938,179.16000366210938,152.947021484375,0,VFINX
2015-09-23,VFINX,178.8000030517578,178.8000030517578,178.8000030517578,178.8000030517578,152.63970947265625,0,VFINX
2015-09-24,VFINX,178.1999969482422,178.1999969482422,178.1999969482422,178.1999969482422,152.1274871826172,0,VFINX
2015-09-25,VFINX,178.11000061035156,178.11000061035156,178.11000061035156,178.11000061035156,152.05067443847656,0,VFINX
2015-09-28,VFINX,173.58999633789062,173.58999633789062,173.58999633789062,173.58999633789062,148.1919708251953,0,VFINX
2015-09-29,VFINX,173.82000732421875,173.82000732421875,173.82000732421875,173.82000732421875,148.38833618164062,0,VFINX
2015-09-30,VFINX,177.13999938964844,177.13999938964844,177.13999938964844,177.13999938964844,151.22251892089844,0,VFINX
2015-10-01,VFINX,177.5,177.5,177.5,177.5,151.52987670898438,0,VFINX
2015-10-02,VFINX,180.05999755859375,180.05999755859375,180.05999755859375,180.05999755859375,153.71531677246094,0,VFINX
2015-10-05,VFINX,183.36000061035156,183.36000061035156,183.36000061035156,183.36000061035156,156.5325164794922,0,VFINX
2015-10-06,VFINX,182.6999969482422,182.6999969482422,182.6999969482422,182.6999969482422,155.96908569335938,0,VFINX
2015-10-07,VFINX,184.24000549316406,184.24000549316406,184.24000549316406,184.24000549316406,157.2837677001953,0,VFINX
2015-10-08,VFINX,185.86000061035156,185.86000061035156,185.86000061035156,185.86000061035156,158.66676330566406,0,VFINX
2015-10-09,VFINX,186.0,186.0,186.0,186.0,158.7862548828125,0,VFINX
2015-10-12,VFINX,186.24000549316406,186.24000549316406,186.24000549316406,186.24000549316406,158.9911346435547,0,VFINX
2015-10-13,VFINX,184.97999572753906,184.97999572753906,184.97999572753906,184.97999572753906,157.91555786132812,0,VFINX
2015-10-14,VFINX,184.1199951171875,184.1199951171875,184.1199951171875,184.1199951171875,157.18136596679688,0,VFINX
2015-10-15,VFINX,186.8699951171875,186.8699951171875,186.8699951171875,186.8699951171875,159.52899169921875,0,VFINX
2015-10-16,VFINX,187.72000122070312,187.72000122070312,187.72000122070312,187.72000122070312,160.25460815429688,0,VFINX
2015-10-19,VFINX,187.77000427246094,187.77000427246094,187.77000427246094,187.77000427246094,160.29730224609375,0,VFINX
2015-10-20,VFINX,187.5,187.5,187.5,187.5,160.06680297851562,0,VFINX
2015-10-21,VFINX,186.42999267578125,186.42999267578125,186.42999267578125,186.42999267578125,159.15335083007812,0,VFINX
2015-10-22,VFINX,189.5399932861328,189.5399932861328,189.5399932861328,189.5399932861328,161.80831909179688,0,VFINX
2015-10-23,VFINX,191.63999938964844,191.63999938964844,191.63999938964844,191.63999938964844,163.60107421875,0,VFINX
2015-10-26,VFINX,191.25999450683594,191.25999450683594,191.25999450683594,191.25999450683594,163.27662658691406,0,VFINX
2015-10-27,VFINX,190.77999877929688,190.77999877929688,190.77999877929688,190.77999877929688,162.8668975830078,0,VFINX
2015-10-28,VFINX,193.0500030517578,193.0500030517578,193.0500030517578,193.0500030517578,164.80477905273438,0,VFINX
2015-10-29,VFINX,192.99000549316406,192.99000549316406,192.99000549316406,192.99000549316406,164.75355529785156,0,VFINX
2015-10-30,VFINX,192.05999755859375,192.05999755859375,192.05999755859375,192.05999755859375,163.95956420898438,0,VFINX
2015-11-02,VFINX,194.3300018310547,194.3300018310547,194.3300018310547,194.3300018310547,165.8975067138672,0,VFINX
2015-11-03,VFINX,194.8699951171875,194.8699951171875,194.8699951171875,194.8699951171875,166.35848999023438,0,VFINX
2015-11-04,VFINX,194.24000549316406,194.24000549316406,194.24000549316406,194.24000549316406,165.82064819335938,0,VFINX
