date,symbol,open,high,low,close,adjusted_close,volume,ticker,daily_return,rolling_return_7,rolling_return_14,rolling_return_30,volatility_7,volatility_14,volatility_30,sharpe_30,lag1_close,lag1_volume,target_return
2015-10-29,AAPL,29.674999237060547,30.172500610351562,29.5674991607666,30.13249969482422,27.086172103881836,204909200,AAPL,0.010564240486444332,0.059418172350522935,0.0750088455166289,0.05802354823227329,0.024334226920859528,0.018682068162018093,0.016308022870209143,1.8592888709704267,26.80301856994629,342205600.0,-0.008545481624299245
2015-10-30,AAPL,30.247499465942383,30.30500030517578,29.862499237060547,29.875,26.854707717895508,197461200,AAPL,-0.008545481624299245,0.05045701397639846,0.07078891011514266,0.05332772340625613,0.02503351405962181,0.01887084500902273,0.0163851488413308,1.7077958206532178,27.086172103881836,204909200.0,0.014058566006238449
2015-11-02,AAPL,30.200000762939453,30.34000015258789,29.90250015258789,30.295000076293945,27.23224639892578,128813200,AAPL,0.014058566006238449,0.04917773061379971,0.08399690233236146,0.051818423386983614,0.024972186425417462,0.01899021645996047,0.016345451023910447,1.6648371273607576,26.854707717895508,197461200.0,0.011470673519387686
2015-11-03,AAPL,30.197500228881836,30.872499465942383,30.174999237060547,30.642499923706055,27.544618606567383,182076000,AAPL,0.011470673519387686,0.029308094864782586,0.11214988753983235,0.08086475988721697,0.022866085576077035,0.018120859214549128,0.016091903263337575,2.584877488896002,27.23224639892578,128813200.0,-0.004650685155844214
2015-11-04,AAPL,30.782499313354492,30.954999923706055,30.405000686645508,30.5,27.41651725769043,179544400,AAPL,-0.004650685155844214,0.05829273421272663,0.09064902343778147,0.06718003718683185,0.017304365598501403,0.01827943257163351,0.016113125083041864,2.162319861716614,27.544618606567383,182076000.0,-0.004609941832390607
2015-11-05,AAPL,30.462499618530273,30.672500610351562,30.045000076293945,30.229999542236328,27.290128707885742,158210800,AAPL,-0.004609941832390607,0.060127281481131334,0.09363844874247773,0.05597883361242295,0.01707309201447886,0.018136445833443596,0.01614584503632956,1.81190230051141,27.41651725769043,179544400.0,0.0011580326291367182
2015-11-06,AAPL,30.27750015258789,30.452499389648438,30.155000686645508,30.264999389648438,27.321731567382812,132169200,AAPL,0.0011580326291367182,0.019352782824922032,0.08814284147257112,0.05987456971712746,0.009165622921545151,0.01819424045441699,0.01612472035596279,1.935036355122965,27.290128707885742,158210800.0,-0.004047902412489535
2015-11-09,AAPL,30.239999771118164,30.452499389648438,30.012500762939453,30.142499923706055,27.211135864257812,135485600,AAPL,-0.004047902412489535,0.004613562961082618,0.06430586479077705,0.07689481095180728,0.008751330118721565,0.018033496356941417,0.01563781031450129,2.5279268653479683,27.321731567382812,132169200.0,-0.03151676181749774
2015-11-10,AAPL,29.225000381469727,29.517499923706055,29.014999389648438,29.1924991607666,26.35352897644043,236511600,AAPL,-0.03151676181749774,-0.018662602725744826,0.030852752044084664,0.07527804475643118,0.014922771448884342,0.02045690952888697,0.015744548818314406,2.461848713433027,27.211135864257812,135485600.0,-0.005651943979371854
2015-11-11,AAPL,29.092500686645508,29.354999542236328,28.802499771118164,29.02750015258789,26.204580307006836,180872000,AAPL,-0.005651943979371854,-0.037737103170434105,0.009584802349504873,0.05718060384522583,0.012992238943916348,0.020203044678215477,0.01572212837091836,1.8924660260317694,26.35352897644043,236511600.0,-0.003358894373700849
2015-11-12,AAPL,29.065000534057617,29.204999923706055,28.912500381469727,28.93000030517578,26.116561889648438,130102400,AAPL,-0.003358894373700849,-0.0518452165672193,-0.024056606227873978,0.060552394081274,0.01080674112069939,0.018254929151951833,0.01567361289948426,2.0052975412298486,26.204580307006836,180872000.0,-0.029208477571827096
2015-11-13,AAPL,28.799999237060547,28.892499923706055,28.0674991607666,28.084999084472656,25.353736877441406,183249600,AAPL,-0.029208477571827096,-0.07523860017889061,-0.021331729688929713,0.022113211795148358,0.013394331399898247,0.01792073661047749,0.016641742099327873,0.7277766281392273,26.116561889648438,130102400.0,0.016378964029772902
2015-11-16,AAPL,27.844999313354492,28.559999465942383,27.75,28.545000076293945,25.769004821777344,152426800,AAPL,0.016378964029772902,-0.055738978089497127,0.0010368701665763869,0.03510358138064218,0.01694945744235801,0.018458834714132545,0.016876000147995035,1.1176214136840228,25.353736877441406,183249600.0,-0.00429181118517763
2015-11-17,AAPL,28.729999542236328,28.762500762939453,28.329999923706055,28.422500610351562,25.658409118652344,110467600,AAPL,-0.00429181118517763,-0.060879100749096526,-0.042704497939548225,0.025753649774458376,0.0165778878808541,0.014205362429203812,0.01689250917081865,0.8322257753373434,25.769004821777344,152426800.0,0.031665288473518016
2015-11-18,AAPL,28.940000534057617,29.372499465942383,28.875,29.322500228881836,26.470890045166016,186698800,AAPL,0.031665288473518016,-0.027203782406750587,-0.022715725808581166,0.0632972936901599,0.02266641704850519,0.016663981917745117,0.017752448719617526,1.8776902654058647,25.658409118652344,110467600.0,0.01270343707510313
